state,zipcode,taxRegionName,stateRate,estimatedCombinedRate,estimatedCountyRate,estimatedCityRate,estimatedSpecialRate,riskLevel
NY,12720,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12721,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12722,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12723,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12724,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12725,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12726,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12727,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12729,"ORANGE COUNTY",0.04,0.08125,0.0375,0,0.00375,2
NY,12732,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12733,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12734,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12736,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,2
NY,12737,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12738,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12740,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,2
NY,12741,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12742,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12743,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12745,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12746,"ORANGE COUNTY",0.04,0.08125,0.0375,0,0.00375,1
NY,12747,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12748,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12749,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12750,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12751,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12752,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12754,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12758,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,2
NY,12759,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12760,"DELAWARE COUNTY",0.04,0.08,0.04,0,0,1
NY,12762,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12763,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12764,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12765,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12766,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12767,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12768,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12769,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12770,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12771,"ORANGE COUNTY",0.04,0.08125,0.0375,0,0.00375,2
NY,12775,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12776,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12777,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,2
NY,12778,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12779,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12780,"ORANGE COUNTY",0.04,0.08125,0.0375,0,0.00375,1
NY,12781,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12783,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12784,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12785,"ORANGE COUNTY",0.04,0.08125,0.0375,0,0.00375,3
NY,12786,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12787,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12788,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12789,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12790,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12791,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12792,"SULLIVAN COUNTY",0.04,0.08,0.04,0,0,1
NY,12801,"GLENS FALLS",0.04,0.07,0,0.03,0,4
NY,12803,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,3
NY,12804,"WARREN COUNTY",0.04,0.07,0.03,0,0,3
NY,12808,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12809,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,3
NY,12810,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12811,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12812,"HAMILTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12814,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12815,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12816,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,3
NY,12817,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12819,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12820,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12821,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12822,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,2
NY,12823,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,2
NY,12824,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12827,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,3
NY,12828,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,3
NY,12831,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,4
NY,12832,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,6
NY,12833,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,2
NY,12834,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,5
NY,12835,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,3
NY,12836,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12837,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12838,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12839,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,3
NY,12841,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12842,"HAMILTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12843,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12844,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,2
NY,12845,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12846,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12847,"HAMILTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12848,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12849,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,2
NY,12850,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,4
NY,12851,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12852,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12853,"WARREN COUNTY",0.04,0.07,0.03,0,0,3
NY,12854,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12855,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12856,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12857,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12858,"ESSEX COUNTY",0.04,0.08,0.04,0,0,3
NY,12859,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,1
NY,12860,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12861,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,1
NY,12862,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12863,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,1
NY,12864,"HAMILTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12865,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,5
NY,12866,"SARATOGA SPRINGS",0.04,0.07,0,0.03,0,1
NY,12870,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12871,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,4
NY,12872,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12873,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,2
NY,12874,"WARREN COUNTY",0.04,0.07,0.03,0,0,2
NY,12878,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12879,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12883,"ESSEX COUNTY",0.04,0.08,0.04,0,0,4
NY,12884,"SARATOGA COUNTY",0.04,0.07,0.03,0,0,1
NY,12885,"WARREN COUNTY",0.04,0.07,0.03,0,0,4
NY,12886,"WARREN COUNTY",0.04,0.07,0.03,0,0,1
NY,12887,"WASHINGTON COUNTY",0.04,0.07,0.03,0,0,2
NY,12901,"CLINTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12903,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12910,"CLINTON COUNTY",0.04,0.08,0.04,0,0,4
NY,12911,"CLINTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12912,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12913,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12914,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12915,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12916,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,4
NY,12917,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12918,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12919,"CLINTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12920,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12921,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12922,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,1
NY,12923,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12924,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12926,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,3
NY,12927,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,1
NY,12928,"ESSEX COUNTY",0.04,0.08,0.04,0,0,3
NY,12929,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12930,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12932,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12933,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12934,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12935,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12936,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12937,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12939,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12941,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12942,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12943,"ESSEX COUNTY",0.04,0.08,0.04,0,0,3
NY,12944,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12945,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12946,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12949,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,1
NY,12950,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12952,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12953,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12955,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12956,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12957,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12958,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12959,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12960,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12961,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12962,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12964,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12965,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,3
NY,12966,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,3
NY,12967,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,1
NY,12969,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12970,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12972,"CLINTON COUNTY",0.04,0.08,0.04,0,0,2
NY,12973,"ST. LAWRENCE COUNTY",0.04,0.08,0.04,0,0,1
NY,12974,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12975,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12976,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12977,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12978,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12979,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12980,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,2
NY,12981,"CLINTON COUNTY",0.04,0.08,0.04,0,0,1
NY,12983,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,3
NY,12985,"CLINTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12986,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,3
NY,12987,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,12989,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,3
NY,12992,"CLINTON COUNTY",0.04,0.08,0.04,0,0,3
NY,12993,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12995,"FRANKLIN COUNTY",0.04,0.08,0.04,0,0,1
NY,12996,"ESSEX COUNTY",0.04,0.08,0.04,0,0,3
NY,12997,"ESSEX COUNTY",0.04,0.08,0.04,0,0,2
NY,12998,"ESSEX COUNTY",0.04,0.08,0.04,0,0,1
NY,13020,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13021,AUBURN,0.04,0.08,0,0.04,0,6
NY,13022,AUBURN,0.04,0.08,0,0.04,0,1
NY,13024,AUBURN,0.04,0.08,0,0.04,0,1
NY,13026,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13027,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,5
NY,13028,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13029,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13030,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13031,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13032,"MADISON COUNTY",0.04,0.08,0.04,0,0,4
NY,13033,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13034,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13035,"MADISON COUNTY",0.04,0.08,0.04,0,0,3
NY,13036,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13037,"MADISON COUNTY",0.04,0.08,0.04,0,0,6
NY,13039,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13040,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,3
NY,13041,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13042,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13043,"MADISON COUNTY",0.04,0.08,0.04,0,0,2
NY,13044,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,2
NY,13045,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,4
NY,13051,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13052,"MADISON COUNTY",0.04,0.08,0.04,0,0,3
NY,13053,"TOMPKINS COUNTY",0.04,0.08,0.04,0,0,1
NY,13054,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,3
NY,13056,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,1
NY,13057,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13060,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13061,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13062,"TOMPKINS COUNTY",0.04,0.08,0.04,0,0,1
NY,13063,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13064,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13065,"SENECA COUNTY",0.04,0.08,0.04,0,0,1
NY,13066,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13068,"TOMPKINS COUNTY",0.04,0.08,0.04,0,0,1
NY,13069,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,6
NY,13071,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13072,"MADISON COUNTY",0.04,0.08,0.04,0,0,3
NY,13073,"TOMPKINS COUNTY",0.04,0.08,0.04,0,0,3
NY,13074,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,4
NY,13076,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13077,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,2
NY,13078,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13080,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13081,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13082,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13083,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,3
NY,13084,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,4
NY,13087,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,1
NY,13088,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,4
NY,13089,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13090,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13092,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13093,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13101,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,1
NY,13102,"TOMPKINS COUNTY",0.04,0.08,0.04,0,0,1
NY,13103,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13104,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13108,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,4
NY,13110,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13111,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13112,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13113,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13114,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13115,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13116,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13117,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13118,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13119,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13120,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,5
NY,13121,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13122,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13123,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13124,"CHENANGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13126,OSWEGO,0.04,0.08,0,0.04,0,11
NY,13131,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,2
NY,13132,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13134,"MADISON COUNTY",0.04,0.08,0.04,0,0,2
NY,13135,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,3
NY,13136,"CHENANGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13137,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13138,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13139,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13140,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13141,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,1
NY,13142,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,3
NY,13143,"WAYNE COUNTY",0.04,0.08,0.04,0,0,1
NY,13144,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13145,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13146,"WAYNE COUNTY",0.04,0.08,0.04,0,0,1
NY,13147,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,5
NY,13148,"SENECA COUNTY",0.04,0.08,0.04,0,0,3
NY,13152,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,4
NY,13153,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13154,"WAYNE COUNTY",0.04,0.08,0.04,0,0,1
NY,13155,"CHENANGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13156,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13157,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13158,"CORTLAND COUNTY",0.04,0.08,0.04,0,0,3
NY,13159,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13160,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,4
NY,13162,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13163,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13164,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13165,"SENECA COUNTY",0.04,0.08,0.04,0,0,2
NY,13166,"CAYUGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13167,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13201,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13202,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13203,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13204,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13205,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13206,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13207,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13208,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13209,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13210,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13211,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13212,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13214,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13215,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,2
NY,13217,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13218,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13219,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,3
NY,13220,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13221,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13224,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13225,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13235,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13244,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13251,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13252,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13261,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13290,"ONONDAGA COUNTY",0.04,0.08,0.04,0,0,1
NY,13301,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13302,"OSWEGO COUNTY",0.04,0.08,0.04,0,0,6
NY,13303,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13304,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,2
NY,13305,"LEWIS COUNTY",0.04,0.08,0.04,0,0,1
NY,13308,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,2
NY,13309,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,4
NY,13310,"MADISON COUNTY",0.04,0.08,0.04,0,0,2
NY,13312,"LEWIS COUNTY",0.04,0.08,0.04,0,0,2
NY,13313,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13314,"MADISON COUNTY",0.04,0.08,0.04,0,0,1
NY,13315,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,3
NY,13316,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,5
NY,13317,"MONTGOMERY COUNTY",0.04,0.08,0.04,0,0,9
NY,13318,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,2
NY,13319,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,2
NY,13320,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13321,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13322,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13323,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,3
NY,13324,"HERKIMER COUNTY",0.04,0.0825,0.0425,0,0,7
NY,13325,"LEWIS COUNTY",0.04,0.08,0.04,0,0,3
NY,13326,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,3
NY,13327,"LEWIS COUNTY",0.04,0.08,0.04,0,0,4
NY,13328,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,1
NY,13329,"HERKIMER COUNTY",0.04,0.0825,0.0425,0,0,3
NY,13331,"HERKIMER COUNTY",0.04,0.0825,0.0425,0,0,2
NY,13332,"MADISON COUNTY",0.04,0.08,0.04,0,0,5
NY,13333,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13334,"MADISON COUNTY",0.04,0.08,0.04,0,0,2
NY,13335,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13337,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,4
NY,13338,"ONEIDA COUNTY",0.04,0.0875,0.0475,0,0,6
NY,13339,"MONTGOMERY COUNTY",0.04,0.08,0.04,0,0,9
NY,13340,"HERKIMER COUNTY",0.04,0.0825,0.0425,0,0,5
NY,13341,UTICA,0.04,0.0875,0,0.0475,0,1
NY,13342,"OTSEGO COUNTY",0.04,0.08,0.04,0,0,1
NY,13343,"LEWIS COUNTY",0.04,0.08,0.04,0,0,4
NY,13345,"LEWIS COUNTY",0.04,0.08,0.04,0,0,1
